boletin,titulo,origen_iniciativa,comision_origen_proxy,comisiones_tramitacion,topic_primary,topic_secondary,method,confidence,needs_review,review_reason,evidence,taxonomy_version,auto_topic_primary,auto_topic_secondary,reviewer,review_rationale,reviewed_at
18294-15,"Modifica la ley N°18.290, de Tránsito, para eximir en todos los casos el pago de peaje a los cuerpos de bomberos",parlamentario,Transportes y Telecomunicaciones,Transportes y Telecomunicaciones,Transportes y telecomunicaciones,,institucional_destinacion,0.97,0,,comision_origen=Transportes y Telecomunicaciones,institutional-hybrid-v0.3,Transportes y telecomunicaciones,,,,
18328-05,Promueve la austeridad y fortalece los requisitos para destinar recursos públicos en actividades institucionales,parlamentario,Hacienda,"Hacienda | Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,Economía y hacienda,institucional_trayectoria,0.94,0,,"comision_origen_transversal=Hacienda || comision_sustantiva=Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",institutional-hybrid-v0.3,Gobierno interior y descentralización,Economía y hacienda,,,
18329-06,Sanciona la ocupación de bienes nacionales de uso público mediante instalaciones precarias que sirven de base a la comisión de delitos,parlamentario,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización","Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,,institucional_destinacion,0.97,0,,"comision_origen=Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",institutional-hybrid-v0.3,Gobierno interior y descentralización,,,,
18330-07,Modifica el Código Procesal Penal para restringir la presentación de querellas por parte de parlamentarios en ejercicio,parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Administración parlamentaria,Constitución y justicia,revision_semantica,0.96,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Constitución y justicia:9.75 || score_2=Cultura y comunicaciones:6.50",institutional-hybrid-v0.3,Constitución y justicia,Cultura y comunicaciones,modelo_lenguaje_revision_completa,Restringe una actuación judicial de parlamentarios en ejercicio y regula el modo en que desempeñan su función pública; el Código Procesal Penal es el instrumento.,2026-09-02
18331-17,"Modifica la ley N° 20.405, del Instituto Nacional de Derechos Humanos, en materia de transparencia, responsabilidad institucional, gobierno corporativo y rendición de cuentas",parlamentario,Derechos Humanos y Pueblos Originarios,Derechos Humanos y Pueblos Originarios,Derechos humanos,,institucional_destinacion,0.97,0,,comision_origen=Derechos Humanos y Pueblos Originarios,institutional-hybrid-v0.3,Derechos humanos,,,,
18314-07,Reforma la Constitución Política en materia de detención para la ejecución de expulsiones administrativas,ejecutivo,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,,hibrido_institucional_texto,0.92,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Constitución y justicia:19.75 || score_2=Seguridad:8.50",institutional-hybrid-v0.3,Constitución y justicia,,,,
18315-07,Amplía las hipótesis de tráfico de migrantes y modifica los textos legales que indica,ejecutivo,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Relaciones exteriores,Constitución y justicia,hibrido_institucional_texto,0.834,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Relaciones exteriores:15.50 || score_2=Constitución y justicia:12.50",institutional-hybrid-v0.3,Relaciones exteriores,Constitución y justicia,,,
18342-02,"Modifica la ley N° 17.798, sobre control de armas, para agravar la sanción aplicable a los delitos perpetrados mediante el uso de fuegos artificiales y facultar a los inspectores municipales para fiscalizar la comercialización, porte y uso de estos elementos",parlamentario,Defensa Nacional,"Defensa Nacional | Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Defensa,Gobierno interior y descentralización,institucional_destinacion,0.97,0,,comision_origen=Defensa Nacional,institutional-hybrid-v0.3,Defensa,Gobierno interior y descentralización,,,
18343-16,"Modifica el inciso segundo del artículo 355 del Reglamento de la Cámara de Diputados, con el objeto de aumentar el quorum de los acuerdos adoptados por la Comisión de Ética que apliquen sanciones por faltas a los deberes parlamentarios",parlamentario,Régimen Interno y Administración,Régimen Interno y Administración,Administración parlamentaria,,revision_semantica,0.99,0,,origen=Régimen Interno y Administración || score_1=Administración parlamentaria:1.00 || score_2=Cultura y comunicaciones:0.75,institutional-hybrid-v0.3,Administración parlamentaria,,modelo_lenguaje_piloto,Modifica directamente el Reglamento de la Cámara y el quórum de decisiones disciplinarias de su Comisión de Ética.,2026-09-02
18344-07,"Modifica el artículo 19 N° 8 de la Constitución Política de la República, para establecer la obligatoriedad de afiliación al Fondo Nacional de Salud de las altas autoridades del Estado",parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Salud,Constitución y justicia,hibrido_institucional_texto,0.92,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Salud:26.75 || score_2=Constitución y justicia:12.75",institutional-hybrid-v0.3,Salud,Constitución y justicia,,,
18345-13,Modifica el Código del Trabajo para resguardar la inembargabilidad de las remuneraciones de los trabajadores ante acciones de cobranza,parlamentario,Trabajo y Seguridad Social,Educación | Trabajo y Seguridad Social,Trabajo y seguridad social,Educación,institucional_destinacion,0.97,0,,comision_origen=Trabajo y Seguridad Social,institutional-hybrid-v0.3,Trabajo y seguridad social,Educación,,,
18346-11,Modifica cuerpos legales que indica con el objeto de eximir del requisito de orden médica para la realización del examen de antígeno prostático específico (APE),parlamentario,Salud,Salud,Salud,,institucional_destinacion,0.97,0,,comision_origen=Salud,institutional-hybrid-v0.3,Salud,,,,
18347-29,Establece la obligatoriedad de exámenes de detección de drogas para el personal técnico de divisiones inferiores de clubes de fútbol profesional,parlamentario,Deportes y Recreación,Deportes y Recreación,Deportes,,institucional_destinacion,0.97,0,,comision_origen=Deportes y Recreación,institutional-hybrid-v0.3,Deportes,,,,
18323-07,Modifica diversos cuerpos legales con el objeto de fortalecer la persecución y sanción del delito de abigeato,parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Seguridad,Agricultura y mundo rural | Constitución y justicia,revision_semantica,0.99,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Salud:10.50 || score_2=Constitución y justicia:9.25",institutional-hybrid-v0.3,Salud,Constitución y justicia,modelo_lenguaje_piloto,El objeto declarado es fortalecer persecución y sanción del abigeato; las normas sanitarias y agropecuarias forman parte de la cadena delictiva regulada.,2026-09-02
18348-13,Modifica el Código del Trabajo en materia de permiso por fallecimiento de un hijo o de la persona bajo el cuidado personal del trabajador,parlamentario,Trabajo y Seguridad Social,Trabajo y Seguridad Social,Trabajo y seguridad social,,institucional_destinacion,0.97,0,,comision_origen=Trabajo y Seguridad Social,institutional-hybrid-v0.3,Trabajo y seguridad social,,,,
18349-06,Modifica el Código Penal y el Código Procesal Penal para tipificar como delito el empleo de bienes de uso público o de libre acceso al público para habitar o pernoctar y establecerlo como un delito de flagrancia permanente,parlamentario,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización","Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,,institucional_destinacion,0.97,0,,"comision_origen=Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",institutional-hybrid-v0.3,Gobierno interior y descentralización,,,,
18350-25,"Modifica la ley N° 21.659, sobre seguridad privada, para eximir del deber de contratar seguros o constituir caución a los organizadores de eventos religiosos masivos",parlamentario,Seguridad Ciudadana,Seguridad Ciudadana,Seguridad,,institucional_destinacion,0.97,0,,comision_origen=Seguridad Ciudadana,institutional-hybrid-v0.3,Seguridad,,,,
18351-07,Modifica textos legales que indica en materia de cumplimiento efectivo de penas privativas de libertad respecto de delitos que indica,parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Seguridad,Constitución y justicia,hibrido_institucional_texto,0.92,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Seguridad:12.75 || score_2=Constitución y justicia:4.75",institutional-hybrid-v0.3,Seguridad,Constitución y justicia,,,
18353-07,Conmutación de penas,parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,Salud | Personas mayores y discapacidad,revision_semantica,0.96,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Constitución y justicia:7.75 || score_2=Salud:6.00",institutional-hybrid-v0.3,Constitución y justicia,Salud,modelo_lenguaje_revision_completa,"La iniciativa modifica el cumplimiento de penas privativas de libertad mediante una conmutación excepcional; enfermedad, dependencia y edad avanzada fundan la excepción humanitaria.",2026-09-02
18355-25,"Modifica el Código Procesal Penal, con el objeto de promover la persecución y sanción de delitos cometidos en recintos penitenciarios",parlamentario,Seguridad Ciudadana,Seguridad Ciudadana,Seguridad,,institucional_destinacion,0.97,0,,comision_origen=Seguridad Ciudadana,institutional-hybrid-v0.3,Seguridad,,,,
18357-06,"Modifica la Ley Orgánica Constitucional de Municipalidades, con la finalidad de permitir la recuperación de espacios públicos ocupados en forma irregular",parlamentario,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización","Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,,institucional_destinacion,0.97,0,,"comision_origen=Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",institutional-hybrid-v0.3,Gobierno interior y descentralización,,,,
18332-25,"Modifica la ley N° 21.802, en lo relativo al plazo para considerar un delito como flagrante, en el caso de detenciones efectuadas por inspectores de seguridad municipal",parlamentario,Seguridad Ciudadana,Seguridad Ciudadana,Seguridad,,institucional_destinacion,0.97,0,,comision_origen=Seguridad Ciudadana,institutional-hybrid-v0.3,Seguridad,,,,
18333-07,"Modifica diversos cuerpos legales, con el objeto de sancionar penalmente el reclutamiento de personas por parte de una asociación delictiva o criminal",parlamentario,"Constitución, Legislación, Justicia y Reglamento","Constitución, Legislación, Justicia y Reglamento","Familia, infancia y adolescencia",Cultura y comunicaciones | Constitución y justicia,hibrido_institucional_texto,0.78,0,,"origen=Constitución, Legislación, Justicia y Reglamento || score_1=Familia, infancia y adolescencia:9.00 || score_2=Cultura y comunicaciones:5.75",institutional-hybrid-v0.3,"Familia, infancia y adolescencia",Cultura y comunicaciones | Constitución y justicia,,,
18334-10,"Aprueba la &quot;Enmienda del Artículo VI del Estatuto del Organismo Internacional de Energía Atómica&quot;, aprobada por la Conferencia General del Organismo, celebrada el 1 de octubre de 1999 en Viena, Austria",ejecutivo,Relaciones Exteriores,Relaciones Exteriores,Relaciones exteriores,,institucional_destinacion,0.97,0,,comision_origen=Relaciones Exteriores,institutional-hybrid-v0.3,Relaciones exteriores,,,,
18335-02,"Modifica la Ley sobre Control de Armas, con el objeto de fortalecer la trazabilidad, custodia y control de las armas de fuego",parlamentario,Defensa Nacional,Defensa Nacional,Defensa,,institucional_destinacion,0.97,0,,comision_origen=Defensa Nacional,institutional-hybrid-v0.3,Defensa,,,,
18336-15,"Modifica el Código Aeronáutico, con el objeto de reforzar la protección de los derechos de los pasajeros ante imprevistos ocasionados por razones de seguridad, fuerza mayor o fenómenos meteorológicos",parlamentario,Transportes y Telecomunicaciones,Transportes y Telecomunicaciones,Transportes y telecomunicaciones,,institucional_destinacion,0.97,0,,comision_origen=Transportes y Telecomunicaciones,institutional-hybrid-v0.3,Transportes y telecomunicaciones,,,,
18337-12,"Modifica la ley N° 21.368, con el objeto de prorrogar la entrada en vigencia de su reglamento y flexibilizar la aplicación de las disposiciones que indica",parlamentario,Medio Ambiente y Recursos Naturales,Medio Ambiente y Recursos Naturales,Medio ambiente,,institucional_destinacion,0.97,0,,comision_origen=Medio Ambiente y Recursos Naturales,institutional-hybrid-v0.3,Medio ambiente,,,,
18338-06,"Modifica la ley N° 19.886, Ley de Bases sobre Contratos Administrativos de Suministro y Prestación de Servicios, con el objeto de fortalecer la protección laboral del personal que se desempeña en la manipulación de alimentos y asegurar la correcta prestación de dichos servicios",parlamentario,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización","Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,,institucional_destinacion,0.97,0,,"comision_origen=Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",institutional-hybrid-v0.3,Gobierno interior y descentralización,,,,
